Structure,ID,logP,Vx,MW,NegativeCharge,PositiveCharge,Flex,AromaticRings,OverallCharge,ERTLNotPSA,ERTLNoSPtPSA,HBA-lip,HBA-prof,HBD-lip,HBD-prof,HBD-cam,quatN,macrocyclic,ACamideO-nh-nh2,ACamideO-nh0,ASamideO-nh-nh2,ASamideO-nh0,Aamidine,AbasicNH0,AbasicNH1,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH0,Ester,HaloC,Michael-accept,NBA,NH1and2CdO,NO,NRB,OHCHCdO,Ocarbamate,Pamide,Pester,RCamideO-nh-nh2,RCamideO-nh0,RSR,RSamideO-nh-nh2,RSamideO-nh0,Ramidine,RbasicNH0,RbasicNH1,Samide-NH,SamideNH0,activatedCH,aldehydes,aliphOH-t6,allylic-oxyd-t10,amide-dicarbonyl,aminoethanol0,aminoethanol1,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,basic-NH2,benzdiaz-t18,benzylicOH,branchedCnotRing,carbamate-and-thio,ch2-lipo-t9,dNO,di-widhraw-cx4,diazo-aryl,diazo,dione-1-4,easy-oxy-t13,ertl-33,ertl-35,ertl-37,ertl-39,ertl-41,ertl-43,est-lact-latm-carbm-t7,ether,halosp3sp3halo,hetero-halo-di-n-arom,hindred-phenol,hydroxyA,hydroxylation-t8,intraHbond5,intraHbond6,ketal,ketone-t14,ketones,lipovolume,nH0indole-like,nHindole-like,nc(do)n,nitro-O,nitro-no-ortho-t15,nitro,nonring-at,not-ring-diol,ohccn-t17,p-hetero-or-halo,p-withdraw-phenol,perfluoro,phenol-pyr2r,phenol,phenolic-tautomer,poly-sugars,polyOH,pyridine,pyridones,quinone-type,ring-join,ring5-nH0,ring5nH,ringOdouble,ringat,ringdiol,sp-carbons,sp2-carbons,spiroC,sulfonicacid,sulphates,sulphonamide-t5,t-16-1,t-16-2,t-16-3,tert-amine-t11,thio-acid,thio-keto,urea-thio,urea,xccn-t12,zw1,zw2,zw3,nC(sp2),nC(sp3),nOH,nCO,nOS,nX,nNprot,dCH2,ssCH2,tCH,dsCH,aaCH,sssCH,ddC,tsC,dssC,aasC,aaaC,ssssC,sNH3+,sNH2,ssNH2+,dNH,ssNH,aaNH,tN,sssNH+,dsN,aaN,sssN,ddsN,aasN,ssssN+,sOH,ssO,sF,sSiH3,ssSiH2,sssSiH,ssssSi,sPH2,ssPH,sssP,sssssP,dS,ssS,aaS,dssS,ddssS,sCl,sBr,sI,nNneutral,NnH,N4,NbN,fg5,CamideNH,BasicNH0R2AroRings,BasicNH02AroRings,BasicNH1R2AroRings,BasicNH12AroRings,PRX-time1,PRX-time-1,UB,HDN,HAN,PRX-time2,HAS,HAT,HAO,AliRingAttachment,C12,C4,C10,C6,C3,C9,C8,C1,C11,C2,C27,C26,N6,N7,N8,N14,N2,N13,H3,N1,BasicGroup,N10,HDT,AcidGroup,H4,H2,O7,O6,O3,O11,O5,O9,O10,S2,AroRingAttachment,C25,C13,N11,N12,HydrophobicGroup,H1a,C5,C21,C22,C23,C24,S3,ed70,ed20,ed50,ed60,ed40,ed80,ew70,ew60,ew80,ew75,ew30,ew50,ew40,ew20,ew10,ew100,f004,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,frg-8,frg-26,frg-54,Nn,AdrA1A_PCHEMBL_VALUE,AdrA1B_PCHEMBL_VALUE,AdrA1D_PCHEMBL_VALUE,AdrA2A_PCHEMBL_VALUE,AdrA2C_PCHEMBL_VALUE
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,CHEMBL290106,5.253,209.5,356.1,0,0,0.1,2,0,40.46,65.76,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,1,4,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,8,4,4,2,0,0,0,0,0,4,1,4,4,4,16,16,8,0,2,12,0,3,10,0,12,4,4,4,0,0,0,0,,,,,6.2
Cc1c(C)c2OC(C)(CN3CCN(CC3)c4cc(nc(n4)N5CCCC5)N6CCCC6)CCc2c(C)c1O,CHEMBL141343,5.032,414.2,520.7,0,6,0.1163,2,6,68.2,68.2,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,4,0,0,0,0,0,0,12,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,20,1,0,1,0,3,0,15,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,1,1,0,0,0,0,12,0,6,0,0,8,2,4,0,1,1,0,9,0,3,6,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,4,3,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,2,0,0,0,0,0,0,1,7,11,6,8,0,2,16,36,57,32,23,10,0,1,10,3,2,15,7,25,77,64,47,0,3,0,6,,,4.88,,
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N)CC3,CHEMBL1241913,3.093,350.5,468.6,0,4,0.125,4,4,89.51,89.51,8,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,0,0,0,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,8,0,1,1,0,1,0,7,0,0,9,0,0,0,0,7,3,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,0,1,3,3,0,0,0,1,23,1,6,0,0,8,2,2,0,0,2,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,3,0,0,0,1,4,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,0,1,2,2,2,2,0,5,12,22,33,26,20,7,4,1,19,7,2,15,7,25,62,41,26,0,1,0,6,8.56,,,,
COc1ccccc1OCCNCC2CSC(S2)(c3ccccc3)c4ccccc4,CHEMBL1086156,4.773,335.4,437.6,0,1,0.2727,3,1,30.49,81.09,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,4,0,1,0,4,0,0,14,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,2,5,2,1,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,0,0,0,4,2,2,2,1,1,0,7,16,24,36,17,12,10,0,4,18,0,4,2,0,11,50,42,30,0,0,0,1,7.45,,,,
COc1cccc2c(CCCN3CCN(CC3)c4ccccn4)cccc12,CHEMBL139505,3.776,292.9,361.5,0,3,0.2,3,3,28.6,28.6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,1,0,0,0,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,8,0,0,1,0,1,0,7,0,0,10,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,3,0,0,0,0,16,0,3,0,0,4,1,2,0,0,1,0,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,2,2,1,1,0,4,8,14,20,11,10,7,0,2,15,1,1,4,2,14,33,24,16,0,1,0,3,,,7.9,,
C(COc1ccccc1)NC[C@H]2COCC(O2)(c3ccccc3)c4ccccc4,CHEMBL2312538,3.975,308.6,389.5,0,1,0.25,3,1,39.72,39.72,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,3,0,1,0,5,0,0,15,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,0,4,3,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,2,3,0,0,0,0,0,6,14,22,34,12,9,8,0,2,18,0,3,1,0,8,50,40,28,0,0,0,1,,6.77,,,
O[C@H]1[C@H](CC[C@@H]1Oc2ccccc2)NC[C@H]3COc4ccccc4O3,CHEMBL135974,2.985,256.9,341.4,0,1,0.1786,2,1,59.95,59.95,5,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,0,3,0,1,0,4,0,0,9,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,12,1,1,0,0,5,4,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,2,3,0,0,0,0,0,3,6,12,25,16,15,6,0,3,12,1,4,4,0,7,37,29,19,0,0,0,1,6.41,,,,
CCOc1ccccc1OCCNCC2COC(O2)(c3ccccc3)c4ccccc4,CHEMBL1078953,3.576,328.5,419.5,0,1,0.2941,3,1,48.95,48.95,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,4,0,1,0,5,0,0,14,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,18,1,1,0,0,5,4,1,1,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,4,4,1,1,0,0,0,8,16,24,36,17,12,11,0,4,18,0,4,2,0,11,50,42,30,0,0,0,1,,,8.17,,
COc1ccc2cccc(N3CCN(CCCCN4N=CC(=O)N(C)C4=O)CC3)c2c1,CHEMBL2068762,2.867,324.6,423.5,0,3,0.2059,3,3,72.6,72.6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,1,1,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10,0,2,1,0,1,0,8,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,2,2,0,0,0,0,18,0,5,0,0,8,3,2,0,0,1,0,6,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,4,0,0,0,2,1,4,4,3,3,0,5,8,14,23,15,17,9,0,4,13,4,3,11,5,18,40,27,16,0,1,0,5,,,,6,
COc1cccc(OC)c1OCCNC[C@H]2COc3ccccc3O2,CHEMBL1182155,2.412,259.5,345.4,0,1,0.2963,2,1,58.18,58.18,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,5,0,1,0,4,0,0,7,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,12,1,1,0,0,6,5,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,6,5,4,4,2,2,0,7,10,16,23,14,13,10,0,6,12,0,5,4,0,9,26,24,20,0,0,0,1,9.39,,,,
COc1ccccc1OCCNCCOc2ccccc2OCc3ccccc3,CHEMBL1254915,3.747,311.2,393.5,0,1,0.3871,3,1,48.95,48.95,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,4,0,1,0,5,0,0,13,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,0,5,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,8,4,2,2,1,1,0,10,10,10,10,10,9,13,0,8,18,0,4,2,0,8,11,10,10,0,0,0,1,,7.7,,,
COc1cccc(OC)c1[S+]([O-])CCNCCOc2ccccc2OCc3ccccc3,CHEMBL1254660,4.007,347.5,455.6,0,1,0.3824,3,1,66.02,85.23,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,5,0,1,0,5,0,0,12,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,20,1,1,0,0,6,5,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,0,0,0,0,10,4,4,4,2,2,0,13,12,12,12,14,12,15,2,8,18,0,6,2,0,10,13,12,12,0,0,0,1,7.7,,,,
COc1cccc(OC)c1OCCNCCOc2ccccc2OCc3ccccc3Cl,CHEMBL200839,4.403,343.4,457.9,0,1,0.3824,3,1,58.18,58.18,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,5,1,1,0,5,0,0,11,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,0,6,5,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,2,0,0,2,1,1,10,5,4,4,2,2,1,11,12,12,12,14,13,16,0,10,18,0,5,2,0,10,13,12,12,0,0,0,1,,,9.6,,
Clc1ccccc1C2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2,CHEMBL56292,3.381,299.8,388.9,0,1,0.1333,1,1,40.62,40.62,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,10,0,0,0,0,1,0,0,0,6,0,0,22,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,14,0,2,0,1,1,0,12,0,0,4,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,1,0,0,0,2,10,0,2,0,0,4,2,5,0,0,0,0,4,0,0,8,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,2,1,1,0,0,0,0,0,0,1,2,4,8,12,12,10,5,10,2,8,2,2,4,2,12,23,16,10,0,0,0,2,,8.11,,,
COc1cccc(OC)c1OCCNCC2CC(c3ccccc3)c4ccccc4C2,CHEMBL42231,5.667,336.7,417.5,0,1,0.2647,3,1,39.72,39.72,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,2,0,0,2,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,3,0,1,0,5,0,0,12,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,0,4,3,2,0,0,1,0,5,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,3,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,1,0,0,0,0,6,3,4,4,2,2,0,7,16,24,35,8,7,11,0,6,18,0,3,3,0,15,47,39,30,0,0,0,1,,,7.77,,
COc1cccc(OC)c1OCCNCCOc2ccccc2OCc3cccc(Cl)c3,CHEMBL198860,4.403,343.4,457.9,0,1,0.3824,3,1,58.18,58.18,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,5,1,1,0,5,0,0,11,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,0,6,5,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,5,2,1,0,0,2,1,1,10,5,4,4,2,2,1,11,12,12,12,14,13,16,0,10,18,0,5,3,0,11,13,12,12,0,0,0,1,,,10.3,,
O[C@@H]1[C@@H](CNCCOc2ccccc2)CCC1(c3ccccc3)c4ccccc4,CHEMBL1962872,4.741,316.8,387.5,0,1,0.25,3,1,41.49,41.49,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,4,0,0,0,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,1,0,1,0,1,0,5,0,0,15,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,18,1,1,0,0,3,2,0,1,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,2,1,0,0,0,0,0,6,14,26,38,8,5,9,0,3,18,0,2,1,0,8,54,44,32,0,0,0,1,,6.54,,,
