#node,#parent,children,FP,SMARTS,Y/N,pKa_cal,pKa_range
672,385,1,1008,*~*~*~*~*~*~*~*~*,1,2.6508334,4.9300003
673,385,0,1008,*~*~*~*~*~*~*~*~*,0,4.561667,1.04
674,387,0,1017,[i;!r][r],1,6.0083332,2.8349996
675,387,1,1017,[i;!r][r],0,3.1424999,6.9900002
676,388,1,1010,[r6],1,10.32,2.7699995
677,388,0,1010,[r6],0,11.873333,0.099999428
678,389,0,1020,[#G6;H0],1,0.80500001,2.3499999
679,389,0,1020,[#G6;H0],0,7.8899999,0.039999962
680,391,0,1063,[#7][CH3],1,6.9511113,1.5366664
681,391,0,1063,[#7][CH3],0,7.3566666,0.69000006
682,392,0,1073,[#N]aa[A!i],1,5.355,1.5299997
683,392,0,1073,[#N]aa[A!i],0,4.52,1.6400001
684,393,0,1091,[#7](~[v4])~[v4],1,5.5149999,1.9499998
685,393,1,1091,[#7](~[v4])~[v4],0,5.1575003,0.42000008
686,394,0,1110,[#7](*[i])*[i],1,7.0999999,1.75
687,394,0,1110,[#7](*[i])*[i],0,9.3000002,0.60000038
688,396,0,1005,[i]A[#X],1,9.5300007,1.6199999
689,396,0,1005,[i]A[#X],0,5.1550002,0.25
690,397,0,1063,[#7][CH3],1,11.3,0
691,397,0,1063,[#7][CH3],0,10.450001,0.69999981
692,399,0,1005,[i]A[#X],1,6.6366668,0.6500001
693,399,0,1005,[i]A[#X],0,7.7066665,0.010000229
694,400,0,1111,[#7;!H0;v3],1,10.773334,2.6799994
695,400,0,1111,[#7;!H0;v3],0,11.1215,0.93550014
696,401,0,1005,[i]A[#X],1,4.9450002,0.78999996
697,401,0,1005,[i]A[#X],0,9.6049995,1.8900003
698,402,1,1007,[#G6;H][i],1,8.6433334,1.0700002
699,402,1,1007,[#G6;H][i],0,8.7057142,2.3600001
700,403,0,1025,[OH][i]~[i]~[i]~[i]-*,1,9.8000002,0
701,403,1,1025,[OH][i]~[i]~[i]~[i]-*,0,9.7033329,0.50999928
702,404,1,1040,[#7]**[#N],1,8.0355558,2.6200004
703,404,1,1040,[#7]**[#N],0,7.4991665,0.90499973
704,405,1,1106,CC(C)C,1,8.9475002,1.9200001
705,405,1,1106,CC(C)C,0,7.7989998,4.02
706,406,1,1017,[i;!r][r],1,7.0560002,1.02
707,406,1,1017,[i;!r][r],0,7.0360003,0.57000017
708,407,1,1055,[i]([!i])[!i],1,8.7841663,0.64000034
709,407,1,1055,[i]([!i])[!i],0,8.6850004,2.4400001
710,408,1,1063,[#7][CH3],1,9.0799999,0.96000004
711,408,1,1063,[#7][CH3],0,8.2699995,3.8600001
712,409,1,1063,[#7][CH3],1,9.57619,1.9466667
713,409,1,1063,[#7][CH3],0,10.062778,1
714,410,1,1055,[i]([!i])[!i],1,6.9631252,4.3000002
715,410,0,1055,[i]([!i])[!i],0,6.8200002,2.21
716,411,0,1009,[!#G4!H0]~*~*[!#G4],1,6.4133334,4.6999998
717,411,0,1009,[!#G4!H0]~*~*[!#G4],0,10.591,1.1369991
718,412,0,1017,[i;!r][r],1,9.1533337,1.2200003
719,412,1,1017,[i;!r][r],0,9.4974995,1.9899998
720,413,1,1070,[#7]~*(~*~*)~*~*,1,9.4700003,1.0100002
721,413,1,1070,[#7]~*(~*~*)~*~*,0,7.8832574,3.0000005
722,415,0,1042,A=A,1,9.7425003,0.15499973
723,415,0,1042,A=A,0,9.5483341,2.4766665
724,416,0,1026,[CH3],1,10.972222,0.17999935
725,416,0,1026,[CH3],0,11.190001,0.11999989
726,417,1,1070,[#7]~*(~*~*)~*~*,1,10.55375,0.18500042
727,417,1,1070,[#7]~*(~*~*)~*~*,0,10.649762,1.1966667
728,418,1,1040,[#7]**[#N],1,7.9700003,0.88000059
729,418,1,1040,[#7]**[#N],0,8.9375,0.12999916
730,419,1,1040,[#7]**[#N],1,8.1485004,0.41000032
731,419,1,1040,[#7]**[#N],0,7.9200001,0.90000057
732,420,1,1113,[i]*[+],1,7.8399997,1.9699998
733,420,0,1113,[i]*[+],0,8.8520002,1.0599995
734,421,1,1034,[#7]~*~[v4],1,7.5214286,3.4100003
735,421,1,1034,[#7]~*~[v4],0,9.3060493,2.0700006
736,422,1,1040,[#7]**[#N],1,8.1070833,2.1066666
737,422,1,1040,[#7]**[#N],0,9.2840004,0.90999985
738,423,1,1016,[#X]AA[#X],1,7.8827777,5.29
739,423,1,1016,[#X]AA[#X],0,10.067142,2.3699989
740,424,1,1053,[#7]~*~[v3],1,7.7259998,1.7199998
741,424,1,1053,[#7]~*~[v3],0,5.9395003,6.4300003
742,425,1,1034,[#7]~*~[v4],1,10.841429,1
743,425,1,1034,[#7]~*~[v4],0,5.4512501,8.7599993
744,426,0,1085,[CH2][CH2][CH2][CH2][CH3],1,11.056666,0.19000053
745,426,0,1085,[CH2][CH2][CH2][CH2][CH3],0,11.0975,0.33500004
746,429,1,1085,[CH2][CH2][CH2][CH2][CH3],1,10.501667,0.66333389
747,429,1,1085,[CH2][CH2][CH2][CH2][CH3],0,10.54625,0.86999989
748,431,1,1026,[CH3],1,10.6175,0.31999969
749,431,0,1026,[CH3],0,9.3450003,0.48999977
750,432,0,1064,[#7;!H0;v2],1,9.4899998,0.39999962
751,432,0,1064,[#7;!H0;v2],0,8.9766665,1.5899992
752,433,1,1032,C([CH3])[CH3],1,10.4475,1.2799997
753,433,1,1032,C([CH3])[CH3],0,9.9009619,3.1266665
754,434,1,1061,[i]*C,1,3.5999999,1.9199998
755,434,1,1061,[i]*C,0,2.6322501,3.681
756,435,1,1026,[CH3],1,3.9000001,1
757,435,1,1026,[CH3],0,3.6033332,1.5333333
758,436,1,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,5.9476924,4.5300002
759,436,1,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,6.9694285,1.6299996
760,437,1,1069,[i]C(=O)C,1,4.9099998,7.9350004
761,437,1,1069,[i]C(=O)C,0,7.6360002,5.1599994
762,438,0,1032,C([CH3])[CH3],1,6.5500002,0.23999977
763,438,1,1032,C([CH3])[CH3],0,5.0785713,2.7099998
764,439,1,1026,[CH3],1,6.3175001,0.12999964
765,439,1,1026,[CH3],0,5.8825002,1.1400003
766,440,1,1014,[i][#G6v2],1,7.8940001,0.82999945
767,440,1,1014,[i][#G6v2],0,8.4680004,6.4899998
768,441,1,1114,[A;!r]=O,1,6.1240001,3.6399999
769,441,1,1114,[A;!r]=O,0,7.495625,1.4499998
770,442,1,1025,[OH][i]~[i]~[i]~[i]-*,1,1.2920001,1.58
771,442,0,1025,[OH][i]~[i]~[i]~[i]-*,0,3.9400001,0.23000002
772,443,1,1026,[CH3],1,3.5899999,0.12000012
773,443,1,1026,[CH3],0,2.895,1.5999999
774,444,1,1015,[i][#G7],1,6.0419998,8.1199999
775,444,1,1015,[i][#G7],0,7.8425002,4.27
776,445,1,1014,[i][#G6v2],1,7.7184372,2.0594997
777,445,1,1014,[i][#G6v2],0,7.8314285,5.5999994
778,446,1,1025,[OH][i]~[i]~[i]~[i]-*,1,8.8095837,6.6500001
779,446,1,1025,[OH][i]~[i]~[i]~[i]-*,0,10.296667,2.1999998
780,447,0,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,1,5.2111111,0.62333345
781,447,1,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,0,6.3257141,1.8533335
782,448,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],1,7.8492856,2.3700004
783,448,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],0,8.7582502,1.1339998
784,449,1,1080,[A;!i][i]~[i]~[i][A;!i],1,10.451111,0.34000015
785,449,1,1080,[A;!i][i]~[i]~[i][A;!i],0,10.201185,1.124999
786,450,0,1014,[i][#G6v2],1,8.6633339,1.3400002
787,450,0,1014,[i][#G6v2],0,8.1887493,0.11749935
788,451,0,1014,[i][#G6v2],1,8.3500004,0.029999733
789,451,0,1014,[i][#G6v2],0,8.1300001,0.44999981
790,452,1,1033,[i][Ov2],1,10.136667,0.63000011
791,452,1,1033,[i][Ov2],0,8.5511112,3.1700001
792,453,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],1,9.7959166,0.78749943
793,453,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],0,9.7312508,1.875
794,454,0,1117,[OH][i]~[i]~[i]~[i]~[i]-*,1,8.503334,0.67000008
795,454,1,1117,[OH][i]~[i]~[i]~[i]~[i]-*,0,7.7533336,0.13000011
796,455,1,1044,[OH][i]~[i]~[i]-*,1,7.0512857,3.5179996
797,455,1,1044,[OH][i]~[i]~[i]-*,0,8.1409521,1.9900002
798,456,1,1042,A=A,1,9.2674999,0.34999943
799,456,1,1042,A=A,0,9.8669996,1.8049994
800,457,1,1019,*~*~*~*~*~*~*~*,1,7.2899723,3.9450002
801,457,0,1019,*~*~*~*~*~*~*~*,0,9.4310417,0.68083286
802,458,0,1026,[CH3],1,3.8940599,0.068120003
803,458,0,1026,[CH3],0,4.5894327,1.2811348
804,459,1,1118,[i][CH3],1,8.5257139,1.0199995
805,459,0,1118,[i][CH3],0,7.7342367,5.4700003
806,460,1,1081,[#N][i][i][i][#N],1,9.5050001,0.30999947
807,460,0,1081,[#N][i][i][i][#N],0,9.4944439,0.030000687
808,461,1,1059,[#G7;H0],1,8.6809692,1.2240009
809,461,1,1059,[#G7;H0],0,9.4706497,1.7190008
810,462,0,1080,[A;!i][i]~[i]~[i][A;!i],1,6.3450003,0.089999676
811,462,0,1080,[A;!i][i]~[i]~[i][A;!i],0,4.1800003,5.1600003
812,463,1,1089,[O!H0],1,3.7344999,1.0700002
813,463,1,1089,[O!H0],0,4.8959999,2.5
814,464,0,1008,*~*~*~*~*~*~*~*~*,1,9.6077776,0.72000027
815,464,0,1008,*~*~*~*~*~*~*~*~*,0,10.2325,0.53499985
816,465,1,1119,[#G6;H][i]~[i]~[i]~[i]-*,1,6.0324998,1.1199999
817,465,1,1119,[#G6;H][i]~[i]~[i]~[i]-*,0,4.8216667,5.79
818,466,1,1034,[#7]~*~[v4],1,3.1144445,1.5549998
819,466,1,1034,[#7]~*~[v4],0,3.3030303,2.1500001
820,467,1,1100,[#7!H0][i]~[i]~[i]~[i]-*,1,4.178,3.9200001
821,467,1,1100,[#7!H0][i]~[i]~[i]~[i]-*,0,4.1046667,2.0133331
822,468,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],1,4.7115278,0.86999989
823,468,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],0,4.7474999,0.48000002
824,469,1,1008,*~*~*~*~*~*~*~*~*,1,4.243,0.6400001
825,469,1,1008,*~*~*~*~*~*~*~*~*,0,4.5914288,1.145
826,470,1,1120,[i]C(=O)*,1,3.4649999,0.56999993
827,470,1,1120,[i]C(=O)*,0,4.4631252,3.155
828,471,1,1009,[!#G4!H0]~*~*[!#G4],1,3.360909,3.8700001
829,471,1,1009,[!#G4!H0]~*~*[!#G4],0,5.6825294,7.04
830,472,1,1091,[#7](~[v4])~[v4],1,6.6558332,3.4066668
831,472,0,1091,[#7](~[v4])~[v4],0,6.5433331,0.6500001
832,473,1,1079,[r][CH3],1,5.8492308,2
833,473,1,1079,[r][CH3],0,5.8545456,0.57999992
834,474,1,1017,[i;!r][r],1,0.68571424,4.3599997
835,474,1,1017,[i;!r][r],0,3.7814286,1.5699999
836,475,1,1023,[#X;!#7],1,2.6210001,2.0999999
837,475,1,1023,[#X;!#7],0,3.0079167,3.4224999
838,476,1,1109,[N+]aaaa[#X],1,3.4848611,3.6600001
839,476,1,1109,[N+]aaaa[#X],0,2.095,1.04
840,477,1,1019,*~*~*~*~*~*~*~*,1,2.8157144,0.9849999
841,477,1,1019,*~*~*~*~*~*~*~*,0,3.2420833,2.27
842,478,0,1005,[i]A[#X],1,4.0757141,1.5899999
843,478,1,1005,[i]A[#X],0,4.3049998,2.77
844,479,1,1122,[#7](**[i])**[i],1,4.8337498,5.4300003
845,479,1,1122,[#7](**[i])**[i],0,5.3283334,2.6000004
846,480,1,1009,[!#G4!H0]~*~*[!#G4],1,2.5019999,2.6500001
847,480,1,1009,[!#G4!H0]~*~*[!#G4],0,2.0728571,4.46
848,481,1,1042,A=A,1,5.260952,5.4833331
849,481,1,1042,A=A,0,3.3566666,9.46
850,483,0,1083,Br,1,11.549999,0.30000019
851,483,0,1083,Br,0,11.535,0.27000046
852,484,1,1026,[CH3],1,9.5559998,0.25999928
853,484,1,1026,[CH3],0,9.1566668,0.47000027
854,485,0,1123,[#7!H0][i]~[i](~*)~*,1,9.4200001,0.15999985
855,485,0,1123,[#7!H0][i]~[i](~*)~*,0,10.506667,0.52999973
856,486,1,1059,[#G7;H0],1,9.467,2.0149994
857,486,1,1059,[#G7;H0],0,7.8424997,5.5500002
858,487,1,1053,[#7]~*~[v3],1,3.5675001,9.5500002
859,487,1,1053,[#7]~*~[v3],0,13.415,0.19000053
860,488,0,1112,[A;i][A;H2],1,6.6199999,0.55999994
861,488,1,1112,[A;i][A;H2],0,4.3257141,6.3400002
862,489,0,1080,[A;!i][i]~[i]~[i][A;!i],1,6.4049997,8.1700001
863,489,1,1080,[A;!i][i]~[i]~[i][A;!i],0,9.8520479,2.54
864,490,1,1083,Br,1,11.97,0.80000019
865,490,1,1083,Br,0,12.09875,0.34000015
866,491,0,1015,[i][#G7],1,11.713333,2.0900002
867,491,1,1015,[i][#G7],0,11.194,0.10999966
868,492,0,1008,*~*~*~*~*~*~*~*~*,1,7.7649999,0.92999935
869,492,0,1008,*~*~*~*~*~*~*~*~*,0,8.8433332,1.6699996
870,493,0,1020,[#G6;H0],1,9.9899998,5.2200003
871,493,0,1020,[#G6;H0],0,10.71,2.5599995
872,494,0,1026,[CH3],1,12.346666,1.1399994
873,494,1,1026,[CH3],0,12.299444,5.0033331
874,495,0,1020,[#G6;H0],1,14.3525,0.90000057
875,495,1,1020,[#G6;H0],0,15.076667,2.2200003
876,496,0,1009,[!#G4!H0]~*~*[!#G4],1,7.8400002,0.21999979
877,496,0,1009,[!#G4!H0]~*~*[!#G4],0,8.9700003,1.3799992
878,497,0,1032,C([CH3])[CH3],1,11.275,0.15000057
879,497,1,1032,C([CH3])[CH3],0,9.5609522,3.9200001
880,501,0,1009,[!#G4!H0]~*~*[!#G4],1,1.8099999,0.12
881,501,0,1009,[!#G4!H0]~*~*[!#G4],0,1.965,0.009999991
882,505,0,1038,[i][!i][i]~[i],1,3.9749999,0.049999952
883,505,0,1038,[i][!i][i]~[i],0,4.1725001,0.32999992
884,506,0,1039,[CH2][CH2][CH2],1,4.4849997,0.009999752
885,506,1,1039,[CH2][CH2][CH2],0,4.5409999,0.26000023
886,514,0,1124,[#G7]aaa[#G7],1,1.8466667,0.20666671
887,514,0,1124,[#G7]aaa[#G7],0,1.9086667,1.0426667
888,516,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,0.89599997,0.48800004
889,516,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,1.7049999,0.66999996
890,517,0,1011,[av3]a([+])[av3],1,1.5225,0.19500005
891,517,0,1011,[av3]a([+])[av3],0,1.9849999,0.26999986
892,518,0,1025,[OH][i]~[i]~[i]~[i]-*,1,2.8499999,0.24000001
893,518,0,1025,[OH][i]~[i]~[i]~[i]-*,0,1.635,0.45000005
894,519,0,1102,F,1,2.77,1
895,519,0,1102,F,0,2.2944443,1.7266666
896,523,0,1011,[av3]a([+])[av3],1,3.5450001,0.1099999
897,523,0,1011,[av3]a([+])[av3],0,3.2649999,0.8900001
898,524,0,1005,[i]A[#X],1,4.4299998,0.039999962
899,524,0,1005,[i]A[#X],0,4.5200005,0.019999981
900,527,0,1015,[i][#G7],1,1.5150001,0.88999999
901,527,0,1015,[i][#G7],0,3.7200835,0.88883352
902,529,0,1083,Br,1,3.2049999,0.19000006
903,529,0,1083,Br,0,3.115,0.070000172
904,539,0,1052,[#X]~A~A~A~[#X],1,2.095,0.73000002
905,539,0,1052,[#X]~A~A~A~[#X],0,0.031500004,0.35699999
906,540,0,1026,[CH3],1,1.77,0.57999992
907,540,0,1026,[CH3],0,2.6500001,0.10000014
908,541,0,1012,[OH][i]~[i](~*)~*,1,1.47,0.63999999
909,541,1,1012,[OH][i]~[i](~*)~*,0,1.31125,0.14999998
910,543,0,1012,[OH][i]~[i](~*)~*,1,2.99,0.38000011
911,543,0,1012,[OH][i]~[i](~*)~*,0,2.9587498,0.31999993
912,545,0,1052,[#X]~A~A~A~[#X],1,2.5899999,0.51999998
913,545,0,1052,[#X]~A~A~A~[#X],0,2.55,0.019999981
914,556,1,1052,[#X]~A~A~A~[#X],1,2.365,1.09
915,556,1,1052,[#X]~A~A~A~[#X],0,4.5279999,0.36999989
916,557,0,1058,O=A~A~A~A~[#X],1,3.49,1.3399999
917,557,1,1058,O=A~A~A~A~[#X],0,3.3225,0.63000011
918,558,0,1060,[CH2][CH2][CH3],1,4.7849998,0.69000006
919,558,0,1060,[CH2][CH2][CH3],0,4.6133332,0.65999985
920,560,1,1105,[OH][i](=O)[i](~[i]-*)~[i]-*,1,3.3965001,0.1724999
921,560,1,1105,[OH][i](=O)[i](~[i]-*)~[i]-*,0,3.7036428,1.0884998
922,561,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,4.395,0.029999733
923,561,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,4.2884998,0.037000179
924,562,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,3.865,0.050000191
925,562,1,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,4.0922499,0.5
926,563,1,1024,[O][i]~[i]~[i]~[i]~[i]~[i]~[i]~[A],1,3.7075,0.29999995
927,563,1,1024,[O][i]~[i]~[i]~[i]~[i]~[i]~[i]~[A],0,4.1146388,0.66116691
928,564,0,1028,[OH][i](=O)[i]~[i]~[i]~[i]~[i]-*,1,4.6350002,1.77
929,564,0,1028,[OH][i](=O)[i]~[i]~[i]~[i]~[i]-*,0,5.1900001,0.49000025
930,566,1,1097,Aaa[A;i],1,3.7075,1.1300001
931,566,0,1097,Aaa[A;i],0,3.8700001,0.17000008
932,567,0,1062,*~*~*~*~*~*~*~*~*~*~*~*~*~*~*,1,3.8366666,0.52999973
933,567,1,1062,*~*~*~*~*~*~*~*~*~*~*~*~*~*~*,0,3.88675,0.74699974
934,577,0,1022,a[!#N],1,3.8366668,0.55000019
935,577,0,1022,a[!#N],0,3.9899998,0.91999984
936,578,0,1008,*~*~*~*~*~*~*~*~*,1,4.7766666,0.32000017
937,578,0,1008,*~*~*~*~*~*~*~*~*,0,4.9274998,0.075000286
938,579,0,1029,A[#G7],1,3.27,0.039999962
939,579,1,1029,A[#G7],0,4.1128569,1.8499999
940,580,0,1022,a[!#N],1,4.1400003,0.48000002
941,580,0,1022,a[!#N],0,4.4949999,0.19000006
942,584,0,1017,[i;!r][r],1,3.2297502,0.54049993
943,584,0,1017,[i;!r][r],0,2.8,0.059999943
944,587,0,1057,I,1,3.1533334,0.039999962
945,587,1,1057,I,0,3.089,0.080000162
946,591,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,3.3452501,0.40949988
947,591,1,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,3.3122916,1.7
948,599,1,1004,a[#X],1,3.6216667,0.82999992
949,599,0,1004,a[#X],0,3.0383334,0.28999996
950,607,0,1032,C([CH3])[CH3],1,4.6149998,0.46999979
951,607,0,1032,C([CH3])[CH3],0,4.4663997,0.40999985
952,610,0,1028,[OH][i](=O)[i]~[i]~[i]~[i]~[i]-*,1,4.0999999,0.039999962
953,610,0,1028,[OH][i](=O)[i]~[i]~[i]~[i]~[i]-*,0,3.7800002,0.5400002
954,612,0,1026,[CH3],1,4.3780003,0.004000187
955,612,0,1026,[CH3],0,4.2799997,0.63999987
956,619,0,1010,[r6],1,4.3535004,0.11899996
957,619,0,1010,[r6],0,4.2833333,0.059999943
958,624,0,1060,[CH2][CH2][CH3],1,4.6774998,0.09499979
959,624,0,1060,[CH2][CH2][CH3],0,4.6958332,0.009999752
960,625,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,4.5025001,0.57000017
961,625,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,4.5580001,0.23600006
962,626,0,1016,[#X]AA[#X],1,3.23,0
963,626,0,1016,[#X]AA[#X],0,3.2383332,0.1766665
964,629,0,1033,[i][Ov2],1,2.0699999,2.04
965,629,0,1033,[i][Ov2],0,2.3599999,0.5
966,630,1,1061,[i]*C,1,2.5025001,0.45000005
967,630,0,1061,[i]*C,0,2.4122221,0.73000002
968,640,0,1062,*~*~*~*~*~*~*~*~*~*~*~*~*~*~*,1,4.5500002,0.099999905
969,640,1,1062,*~*~*~*~*~*~*~*~*~*~*~*~*~*~*,0,4.1669998,1.4170001
970,645,0,1008,*~*~*~*~*~*~*~*~*,1,4.7849998,0.54999971
971,645,0,1008,*~*~*~*~*~*~*~*~*,0,4.0950003,1.73
972,648,0,1118,[i][CH3],1,4.5599999,0.079999924
973,648,0,1118,[i][CH3],0,4.6199999,0.19999981
974,651,0,1038,[i][!i][i]~[i],1,3.5555556,0.083333254
975,651,1,1038,[i][!i][i]~[i],0,4.410625,1.3099999
976,655,0,1056,A#A,1,3.7549999,0.88999987
977,655,0,1056,A#A,0,3.9337499,0.36749983
978,658,0,1005,[i]A[#X],1,4.6900001,0.68000031
979,658,0,1005,[i]A[#X],0,5.0050001,0.03000021
980,659,0,1014,[i][#G6v2],1,3.6849999,0.029999971
981,659,0,1014,[i][#G6v2],0,4.0450001,0.010000229
982,672,0,1032,C([CH3])[CH3],1,4.4175,0.49499989
983,672,1,1032,C([CH3])[CH3],0,1.7675,4.9300003
984,675,0,1068,[i]A[#G6],1,2.23,1.16
985,675,0,1068,[i]A[#G6],0,4.0550003,6.9900002
986,676,0,1008,*~*~*~*~*~*~*~*~*,1,10.184999,2.7699995
987,676,0,1008,*~*~*~*~*~*~*~*~*,0,10.455,1.8500004
988,685,0,1039,[CH2][CH2][CH2],1,5.2049999,0.26999998
989,685,0,1039,[CH2][CH2][CH2],0,5.1100001,0.38000011
990,698,0,1020,[#G6;H0],1,8.4933338,1.0700002
991,698,0,1020,[#G6;H0],0,8.7933331,0.15000057
992,699,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,9.3999996,0.019999504
993,699,1,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,8.4279995,2.3600001
994,701,0,1014,[i][#G6v2],1,9.8666668,0.14999962
995,701,1,1014,[i][#G6v2],0,9.6216669,0.34999943
996,702,1,1118,[i][CH3],1,8.6140003,0.36000061
997,702,1,1118,[i][CH3],0,7.3125,2.4600005
998,703,0,1103,C(=O)O,1,7.4499998,0.29999971
999,703,1,1103,C(=O)O,0,7.5237498,0.90499973
1000,704,1,1053,[#7]~*~[v3],1,8.8800001,1.9200001
1001,704,0,1053,[#7]~*~[v3],0,9.0600004,0.25
1002,705,1,1017,[i;!r][r],1,7.7783337,1.9700003
1003,705,1,1017,[i;!r][r],0,7.8299999,4.02
1004,706,0,1052,[#X]~A~A~A~[#X],1,6.5,0
1005,706,0,1052,[#X]~A~A~A~[#X],0,7.4266667,0.25999975
1006,707,0,1090,[N+]C(C)(C),1,6.8150001,0.17000008
1007,707,0,1090,[N+]C(C)(C),0,7.1833334,0.30000019
1008,708,0,1118,[i][CH3],1,9.0249996,0.050000191
1009,708,1,1118,[i][CH3],0,8.6637497,0.44999981
1010,709,0,1039,[CH2][CH2][CH2],1,9.0275002,0.42999935
1011,709,1,1039,[CH2][CH2][CH2],0,8.3425007,2.4400001
1012,710,0,1079,[r][CH3],1,8.7550001,0.090000153
1013,710,0,1079,[r][CH3],0,9.2966661,0.64000034
1014,711,1,1041,[*;i]A(A)A,1,7.8164287,2.7199998
1015,711,1,1041,[*;i]A(A)A,0,8.6668749,3.8600001
1016,712,0,1041,[*;i]A(A)A,1,9.1599998,0.27000046
1017,712,1,1041,[*;i]A(A)A,0,9.8883333,1.9466667
1018,713,0,1039,[CH2][CH2][CH2],1,10.39,0.21000004
1019,713,1,1039,[CH2][CH2][CH2],0,9.8009996,0.67999935
1020,714,0,1005,[i]A[#X],1,8.1062498,1.3875003
1021,714,0,1005,[i]A[#X],0,5.8199997,2.6399999
1022,719,0,1039,[CH2][CH2][CH2],1,8.7749996,0.94999981
1023,719,0,1039,[CH2][CH2][CH2],0,10.219999,0.14000034
1024,720,0,1009,[!#G4!H0]~*~*[!#G4],1,9.7800007,0.19999981
1025,720,0,1009,[!#G4!H0]~*~*[!#G4],0,9.1599998,0.57999992
1026,721,1,1008,*~*~*~*~*~*~*~*~*,1,7.6789284,3.0000005
1027,721,1,1008,*~*~*~*~*~*~*~*~*,0,8.2408333,1.623333
1028,726,0,1079,[r][CH3],1,10.485001,0.050000191
1029,726,0,1079,[r][CH3],0,10.6225,0.045000076
1030,727,0,1063,[#7][CH3],1,10.186666,0.10666656
1031,727,1,1063,[#7][CH3],0,10.835,0.88000011
1032,728,0,1005,[i]A[#X],1,7.6750002,0.57000017
1033,728,0,1005,[i]A[#X],0,8.2650003,0.010000229
1034,729,0,1033,[i][Ov2],1,8.9750004,0.009999275
1035,729,0,1033,[i][Ov2],0,8.8999996,0.099999428
1036,730,1,1014,[i][#G6v2],1,8.1820002,0.41000032
1037,730,1,1014,[i][#G6v2],0,8.1149998,0.22500038
1038,731,0,1127,A([#N])([#N])[#N],1,7.7150002,0.03000021
1039,731,0,1127,A([#N])([#N])[#N],0,8.0566673,0.8300004
1040,732,1,1004,a[#X],1,8.3199997,1.3799996
1041,732,0,1004,a[#X],0,7.1999998,0.70000029
1042,734,0,1014,[i][#G6v2],1,8.8166666,1.75
1043,734,1,1014,[i][#G6v2],0,6.5500002,0.23000002
1044,735,1,1094,[N+]***[#X],1,8.9699993,1.1000004
1045,735,1,1094,[N+]***[#X],0,9.6421003,1.8999996
1046,736,0,1070,[#7]~*(~*~*)~*~*,1,7.5666666,0.22000027
1047,736,1,1070,[#7]~*(~*~*)~*~*,0,8.4313335,1.9716663
1048,737,0,1042,A=A,1,9.1550007,0.050000191
1049,737,0,1042,A=A,0,9.3699999,0.90999985
1050,738,1,1050,A([#G7])[#G7],1,6.3975,1.4000001
1051,738,1,1050,A([#G7])[#G7],0,9.0710001,3.0049996
1052,739,1,1026,[CH3],1,10.795,0.23999977
1053,739,0,1026,[CH3],0,9.0966673,1.29
1054,740,0,1064,[#7;!H0;v2],1,8.1049995,0.009999275
1055,740,0,1064,[#7;!H0;v2],0,7.4733334,1.7199998
1056,741,1,1034,[#7]~*~[v4],1,5.2141666,3.0900002
1057,741,1,1034,[#7]~*~[v4],0,7.0275002,6.4300003
1058,742,0,1063,[#7][CH3],1,10.633333,0.010000229
1059,742,0,1063,[#7][CH3],0,10.997499,1
1060,743,1,1052,[#X]~A~A~A~[#X],1,8.8000002,1.6399994
1061,743,1,1052,[#X]~A~A~A~[#X],0,2.1025,3.8199999
1062,746,0,1019,*~*~*~*~*~*~*~*,1,10.331667,0.58333302
1063,746,0,1019,*~*~*~*~*~*~*~*,0,10.671667,0.063333511
1064,747,0,1045,[#7;!H0;v1],1,10.6375,0.024999619
1065,747,0,1045,[#7;!H0;v1],0,10.455,0.86999989
1066,748,0,1128,[NH3+][CH2],1,10.690001,0.11999989
1067,748,0,1128,[NH3+][CH2],0,10.569167,0.28749943
1068,752,0,1053,[#7]~*~[v3],1,10.505,0.17000008
1069,752,0,1053,[#7]~*~[v3],0,10.389999,1.2799997
1070,753,0,1031,[r3],1,8.0266666,0.32000017
1071,753,1,1031,[r3],0,10.46325,1.7366667
1072,754,0,1014,[i][#G6v2],1,2.915,0.93000007
1073,754,0,1014,[i][#G6v2],0,4.2849998,0.17000008
