#node,#parent,children,FP,SMARTS,Y/N,pKa_cal,pKa_range
1463,1216,1,1038,[i][!i][i]~[i],0,5.7649999,0.36999989
1464,1217,0,1017,[i;!r][r],1,5.7633333,1.9500003
1465,1217,0,1017,[i;!r][r],0,4.2666664,0.12000036
1466,1223,0,1006,[#7]~[v4],1,6.4949999,5.3099995
1467,1223,0,1006,[#7]~[v4],0,4.2033329,1.0733333
1468,1238,0,1026,[CH3],1,6.6900001,1.6999998
1469,1238,0,1026,[CH3],0,2.0250001,1.6499999
1470,1240,0,1026,[CH3],1,9.7749996,0.86999989
1471,1240,0,1026,[CH3],0,9.6981106,0.5
1472,1244,0,1004,a[#X],1,12.055,0.13000011
1473,1244,0,1004,a[#X],0,12.155,0.069999695
1474,1245,0,1020,[#G6;H0],1,12.215,0.050000191
1475,1245,0,1020,[#G6;H0],0,11.969999,0.14000034
1476,1250,0,1005,[i]A[#X],1,15.465,0.11000061
1477,1250,0,1005,[i]A[#X],0,15.525,0.10999966
1478,1252,0,1020,[#G6;H0],1,8.665,1.4300003
1479,1252,0,1020,[#G6;H0],0,10.468333,0.03666687
1480,1273,0,1008,*~*~*~*~*~*~*~*~*,1,3.96,0.43999982
1481,1273,0,1008,*~*~*~*~*~*~*~*~*,0,4.0316668,0.63666654
1482,1278,0,1026,[CH3],1,3.8150001,0.6099999
1483,1278,0,1026,[CH3],0,3.8299999,1.3800001
1484,1283,0,1004,a[#X],1,3.5195,0.78999996
1485,1283,0,1004,a[#X],0,2.6700001,0.81999993
1486,1288,0,1004,a[#X],1,4.2749996,0.1500001
1487,1288,0,1004,a[#X],0,4.276,0.96199989
1488,1290,0,1058,O=A~A~A~A~[#X],1,4.105,1.0100002
1489,1290,0,1058,O=A~A~A~A~[#X],0,4.2275,1.0550001
1490,1291,0,1052,[#X]~A~A~A~[#X],1,4.48,0.85999966
1491,1291,0,1052,[#X]~A~A~A~[#X],0,4.8299999,0.099999905
1492,1296,0,1012,[OH][i]~[i](~*)~*,1,9.6749992,0.21000004
1493,1296,0,1012,[OH][i]~[i](~*)~*,0,9.5349998,0.21000004
1494,1315,0,1084,[*;q3],1,9.1450005,0.089999199
1495,1315,0,1084,[*;q3],0,7.71,2.48
1496,1317,0,1111,[#7;!H0;v3],1,9.4899998,0.040000916
1497,1317,0,1111,[#7;!H0;v3],0,9.6016665,0.47500038
1498,1322,0,1076,[*;i][C;!i],1,8.1599998,2.2200003
1499,1322,0,1076,[*;i][C;!i],0,8.7312498,0.46249962
1500,1349,0,1020,[#G6;H0],1,6.1374998,0.32500029
1501,1349,0,1020,[#G6;H0],0,4.875,0.25
1502,1357,0,1064,[#7;!H0;v2],1,10.958889,0.076666832
1503,1357,0,1064,[#7;!H0;v2],0,10.641666,0.21666718
1504,1358,0,1014,[i][#G6v2],1,5.4200001,0.039999962
1505,1358,0,1014,[i][#G6v2],0,5.1195002,0.059000015
1506,1359,0,1014,[i][#G6v2],1,7.0249996,0.57000017
1507,1359,0,1014,[i][#G6v2],0,4.52,0.11999989
1508,1391,0,1009,[!#G4!H0]~*~*[!#G4],1,10.037833,0.14233398
1509,1391,0,1009,[!#G4!H0]~*~*[!#G4],0,9.7224998,0.31499958
1510,1419,0,1004,a[#X],1,4.2350001,0.36999989
1511,1419,0,1004,a[#X],0,4.2550001,0.28999996
1512,1423,0,1008,*~*~*~*~*~*~*~*~*,1,4.0149999,0.31000018
1513,1423,0,1008,*~*~*~*~*~*~*~*~*,0,4.1300001,0.15999985
1514,1432,0,1014,[i][#G6v2],1,1.98,0.46000004
1515,1432,0,1014,[i][#G6v2],0,4.25,2.3000002
1516,1435,0,1033,[i][Ov2],1,7.1149998,0.070000172
1517,1435,0,1033,[i][Ov2],0,6.8050003,0.19000006
1518,1436,0,1008,*~*~*~*~*~*~*~*~*,1,3.9433334,3.0600002
1519,1436,0,1008,*~*~*~*~*~*~*~*~*,0,3.4449999,0.28999996
1520,1437,0,1006,[#7]~[v4],1,6.7810001,6.6570005
1521,1437,0,1006,[#7]~[v4],0,6.4400001,0.76999998
1522,1438,0,1126,[#7!H0][i]~[i]-*,1,5.3050003,0.73000002
1523,1438,0,1126,[#7!H0][i]~[i]-*,0,5.895,0.40999985
1524,1441,0,1034,[#7]~*~[v4],1,6.0450001,0.73000002
1525,1441,0,1034,[#7]~*~[v4],0,6.0249996,0.11000013
1526,1463,0,1014,[i][#G6v2],1,5.6599998,0.11999989
1527,1463,0,1014,[i][#G6v2],0,5.8699999,0.19999981
